Position,Freq (MHz),Level (dBµV/m),Limit Cl.A,Margin (dB),Status
Worst-case envelope,861.201171875,48.30742509439325,47.0,-1.3074250943932526,FAIL
Worst-case envelope,889.5703125,47.81642509439325,47.0,-0.816425094393253,FAIL
Worst-case envelope,892.158203125,45.079425094393244,47.0,1.920574905606756,PASS
Worst-case envelope,856.7578125,43.623425094393255,47.0,3.376574905606745,PASS
Worst-case envelope,852.8515625,43.60442509439325,47.0,3.3955749056067503,PASS
Worst-case envelope,162.51953125,32.40742509439325,40.0,7.592574905606753,PASS
Worst-case envelope,499.970703125,31.56542509439325,47.0,15.434574905606748,PASS
Worst-case envelope,33.466796875,30.735425094393246,40.0,9.264574905606754,PASS
