freq_mhz,field_corr_dbuvm,mode
30.0,29.43742509439325,Movement+Xray
30.048828125,31.38642509439325,Movement+Xray
30.09765625,30.02342509439325,Movement+Xray
30.146484375,31.839425094393246,Movement+Xray
30.1953125,32.42642509439325,Movement+Xray
30.244140625,30.732425094393246,Movement+Xray
30.29296875,32.499425094393246,Movement+Xray
30.341796875,32.92842509439325,Movement+Xray
30.390625,31.266425094393245,Movement+Xray
30.439453125,32.954425094393244,Movement+Xray
30.48828125,33.40942509439324,Movement+Xray
30.537109375,31.68142509439325,Movement+Xray
30.5859375,33.26242509439325,Movement+Xray
30.634765625,33.724425094393254,Movement+Xray
30.68359375,31.841425094393248,Movement+Xray
30.732421875,33.47642509439325,Movement+Xray
30.78125,33.871425094393246,Movement+Xray
30.830078125,32.02942509439325,Movement+Xray
30.87890625,33.62242509439325,Movement+Xray
30.927734375,33.90642509439324,Movement+Xray
30.9765625,32.123425094393255,Movement+Xray
31.025390625,33.737425094393245,Movement+Xray
31.07421875,33.728425094393245,Movement+Xray
31.123046875,32.17842509439325,Movement+Xray
31.171875,33.599425094393254,Movement+Xray
31.220703125,33.43642509439324,Movement+Xray
31.26953125,32.252425094393246,Movement+Xray
31.318359375,33.13142509439325,Movement+Xray
31.3671875,32.852425094393254,Movement+Xray
31.416015625,31.963425094393248,Movement+Xray
31.46484375,32.49742509439325,Movement+Xray
31.513671875,32.29542509439325,Movement+Xray
31.5625,31.699425094393245,Movement+Xray
31.611328125,32.26542509439325,Movement+Xray
31.66015625,31.89842509439325,Movement+Xray
31.708984375,31.204425094393248,Movement+Xray
31.7578125,32.39842509439325,Movement+Xray
31.806640625,31.42542509439325,Movement+Xray
31.85546875,32.05242509439324,Movement+Xray
31.904296875,32.67442509439324,Movement+Xray
31.953125,32.32142509439325,Movement+Xray
32.001953125,33.243425094393245,Movement+Xray
32.05078125,33.81342509439325,Movement+Xray
32.099609375,33.54742509439325,Movement+Xray
32.1484375,34.65042509439324,Movement+Xray
32.197265625,34.972425094393245,Movement+Xray
32.24609375,35.01242509439325,Movement+Xray
32.294921875,36.19342509439325,Movement+Xray
32.34375,36.34242509439325,Movement+Xray
32.392578125,36.502425094393246,Movement+Xray
32.44140625,37.73242509439325,Movement+Xray
32.490234375,37.579425094393244,Movement+Xray
32.5390625,38.008425094393246,Movement+Xray
32.587890625,39.13742509439325,Movement+Xray
32.63671875,38.78042509439325,Movement+Xray
32.685546875,39.27842509439324,Movement+Xray
32.734375,40.39342509439325,Movement+Xray
32.783203125,39.79042509439324,Movement+Xray
32.83203125,40.43942509439324,Movement+Xray
32.880859375,41.45342509439325,Movement+Xray
32.9296875,40.698425094393244,Movement+Xray
32.978515625,41.43742509439325,Movement+Xray
33.02734375,42.511425094393246,Movement+Xray
33.076171875,41.64142509439324,Movement+Xray
33.125,42.344425094393245,Movement+Xray
33.173828125,43.56242509439325,Movement+Xray
33.22265625,42.594425094393245,Movement+Xray
33.271484375,43.27142509439325,Movement+Xray
33.3203125,44.59542509439325,Movement+Xray
33.369140625,43.617425094393255,Movement+Xray
33.41796875,44.097425094393245,Movement+Xray
33.466796875,44.965425094393254,Movement+Xray
33.515625,44.19942509439325,Movement+Xray
33.564453125,44.379425094393255,Movement+Xray
33.61328125,44.32242509439325,Movement+Xray
33.662109375,44.15742509439325,Movement+Xray
33.7109375,43.55642509439325,Movement+Xray
33.759765625,42.72342509439325,Movement+Xray
33.80859375,43.41242509439324,Movement+Xray
33.857421875,42.06442509439324,Movement+Xray
33.90625,42.463425094393244,Movement+Xray
33.955078125,42.20342509439325,Movement+Xray
34.00390625,40.716425094393244,Movement+Xray
34.052734375,40.78242509439325,Movement+Xray
34.1015625,41.05542509439324,Movement+Xray
34.150390625,38.89342509439325,Movement+Xray
34.19921875,37.841425094393244,Movement+Xray
34.248046875,39.142425094393246,Movement+Xray
34.296875,36.30542509439324,Movement+Xray
34.345703125,35.90142509439325,Movement+Xray
34.39453125,37.24742509439325,Movement+Xray
34.443359375,34.17742509439324,Movement+Xray
34.4921875,34.29742509439325,Movement+Xray
34.541015625,35.81742509439324,Movement+Xray
34.58984375,33.349425094393254,Movement+Xray
34.638671875,33.254425094393255,Movement+Xray
34.6875,34.73242509439325,Movement+Xray
34.736328125,32.92042509439325,Movement+Xray
34.78515625,32.42142509439324,Movement+Xray
34.833984375,34.00642509439325,Movement+Xray
34.8828125,32.587425094393254,Movement+Xray
34.931640625,32.243425094393245,Movement+Xray
34.98046875,33.615425094393245,Movement+Xray
35.029296875,32.50942509439325,Movement+Xray
35.078125,32.204425094393244,Movement+Xray
35.126953125,33.31942509439325,Movement+Xray
35.17578125,32.42342509439325,Movement+Xray
35.224609375,32.42542509439325,Movement+Xray
35.2734375,33.19442509439325,Movement+Xray
35.322265625,32.56342509439325,Movement+Xray
35.37109375,32.861425094393255,Movement+Xray
35.419921875,33.42442509439324,Movement+Xray
35.46875,33.17242509439325,Movement+Xray
35.517578125,33.39642509439325,Movement+Xray
35.56640625,33.81442509439324,Movement+Xray
35.615234375,34.73842509439325,Movement+Xray
35.6640625,34.56442509439324,Movement+Xray
35.712890625,34.53942509439325,Movement+Xray
35.76171875,36.03942509439325,Movement+Xray
35.810546875,35.53042509439325,Movement+Xray
35.859375,35.04542509439325,Movement+Xray
35.908203125,36.63742509439325,Movement+Xray
35.95703125,35.42142509439324,Movement+Xray
36.005859375,34.728425094393245,Movement+Xray
36.0546875,36.54342509439324,Movement+Xray
36.103515625,35.07442509439325,Movement+Xray
36.15234375,34.17142509439324,Movement+Xray
36.201171875,36.03142509439324,Movement+Xray
36.25,34.43942509439324,Movement+Xray
36.298828125,33.43342509439324,Movement+Xray
